year,team_name,stage_rank,won_tournament,elo_pre_tournament,form_matches,form_win_rate,form_draw_rate,form_gd_per_game,form_gf_per_game,form_ga_per_game,form_points_per_game,squad_size,squad_avg_age,squad_min_age,squad_avg_exp,n_gk,n_def,n_mid,n_fwd,wc_appearances,best_stage_ever,is_host,won_last_wc
2018,South Korea,1,0,1799.8,20.0,0.3,0.35,-0.1,1.25,1.35,1.25,23,27.8,20.435318275154003,0.39,0,10,7,3,9,6,0,0
2018,Spain,3,0,2141.2,14.0,0.7142857142857143,0.2857142857142857,2.2857142857142856,3.0,0.7142857142857143,2.4285714285714284,23,28.5,22.39561943874059,0.87,0,8,7,5,14,7,0,0
2018,Sweden,4,0,1859.6,17.0,0.4117647058823529,0.29411764705882354,0.8235294117647058,1.7058823529411764,0.8823529411764706,1.5294117647058822,23,28.2,23.865845311430526,0.0,0,8,8,4,11,7,0,0
2018,Switzerland,3,0,1988.7,13.0,0.7692307692307693,0.15384615384615385,1.6153846153846154,2.0,0.38461538461538464,2.4615384615384617,23,27.2,21.32785763175907,0.96,0,8,8,4,10,4,0,0
2018,Tunisia,1,0,1804.8,20.0,0.4,0.25,0.1,1.35,1.25,1.45,23,26.5,20.969199178644764,0.0,0,8,4,8,4,1,0,0
2018,Uruguay,4,0,1963.7,13.0,0.38461538461538464,0.23076923076923078,-0.07692307692307693,1.2307692307692308,1.3076923076923077,1.3846153846153846,23,28.1,20.969199178644764,0.78,0,7,7,6,12,7,0,0
2022,Argentina,7,1,2284.4,20.0,0.8,0.2,2.05,2.3,0.25,2.6,26,28.3,21.568788501026695,0.5,0,8,9,6,17,7,0,0
2022,Australia,3,0,1867.7,19.0,0.631578947368421,0.21052631578947367,1.1578947368421053,1.7894736842105263,0.631578947368421,2.1052631578947367,26,27.6,18.17932922655715,0.42,0,9,6,8,5,3,0,0
2022,Belgium,1,0,2083.6,20.0,0.55,0.15,0.75,1.95,1.2,1.8,26,28.3,19.07460643394935,0.96,0,6,8,9,13,6,0,0
2022,Brazil,4,0,2294.3,20.0,0.75,0.2,1.75,2.15,0.4,2.45,26,28.4,21.423682409308693,0.54,0,8,6,9,21,7,0,0
2022,Cameroon,1,0,1779.5,20.0,0.55,0.25,0.7,1.55,0.85,1.9,26,26.8,19.60848733744011,0.23,0,8,8,7,7,4,0,0
2022,Canada,1,0,1905.7,20.0,0.55,0.25,1.0,1.7,0.7,1.9,26,27.5,20.42984257357974,0.0,0,7,10,6,1,1,0,0
2022,Costa Rica,1,0,1921.9,20.0,0.55,0.25,0.45,1.1,0.65,1.9,26,27.7,18.431211498973305,0.62,0,8,12,3,5,4,0,0
2022,Croatia,6,0,2054.7,20.0,0.6,0.25,0.85,1.8,0.95,2.05,26,27.9,20.199863107460644,0.58,0,9,8,6,5,7,0,0
2022,Denmark,1,0,2082.7,20.0,0.7,0.0,1.2,2.1,0.9,2.1,26,27.7,22.38193018480493,0.5,0,9,9,5,5,4,0,0
2022,Ecuador,1,0,1914.9,20.0,0.35,0.5,0.35,0.95,0.6,1.55,26,26.1,20.42984257357974,0.12,0,9,10,4,3,3,0,0
2022,England,4,0,2032.4,20.0,0.55,0.3,1.7,2.45,0.75,1.95,26,27.0,19.394934976043807,0.58,0,9,8,6,15,7,0,0
2022,France,7,0,2082.2,20.0,0.5,0.35,1.1,2.05,0.95,1.85,26,27.1,20.027378507871322,0.65,0,9,6,8,15,7,0,1
2022,Germany,1,0,2071.5,20.0,0.55,0.3,1.65,2.6,0.95,1.95,26,27.3,17.998631074606433,0.65,0,9,9,5,9,7,0,0
2022,Ghana,1,0,1680.1,20.0,0.35,0.35,-0.05,0.95,1.0,1.4,26,25.3,18.702258726899384,0.12,0,9,10,4,3,4,0,0
2022,Iran,1,0,1940.2,19.0,0.7368421052631579,0.10526315789473684,1.368421052631579,1.894736842105263,0.5263157894736842,2.3157894736842106,25,29.4,24.40246406570842,0.76,0,10,8,3,5,1,0,0
2022,Japan,3,0,1976.1,20.0,0.6,0.15,1.0,1.6,0.6,1.95,26,28.2,21.462012320328544,0.5,0,8,11,4,6,3,0,0
2022,Mexico,1,0,1907.5,20.0,0.4,0.3,0.25,1.15,0.9,1.5,26,29.0,23.8466803559206,0.81,0,9,6,8,16,4,0,0
2022,Morocco,6,0,1915.8,20.0,0.7,0.2,1.45,2.15,0.7,2.3,26,26.7,18.529774127310063,0.31,0,8,10,5,5,3,0,0
2022,Netherlands,4,0,2183.1,20.0,0.75,0.2,1.75,2.6,0.85,2.45,26,27.2,19.583846680355922,0.12,0,9,7,7,10,7,0,0
2022,Poland,3,0,1919.2,20.0,0.45,0.25,0.6,1.95,1.35,1.6,26,27.6,20.459958932238195,0.38,0,8,11,4,8,6,0,0
2022,Portugal,4,0,2085.3,20.0,0.6,0.15,1.45,2.2,0.75,1.95,26,27.3,19.058179329226558,0.65,0,8,8,7,7,6,0,0
2022,Qatar,1,0,1850.5,20.0,0.45,0.25,0.0,1.3,1.3,1.6,26,27.5,20.747433264887064,0.0,0,8,10,5,0,0,1,0
2022,Saudi Arabia,1,0,1815.6,20.0,0.3,0.4,-0.05,0.6,0.65,1.3,26,27.8,21.65639972621492,0.35,0,8,9,6,5,3,0,0
2022,Senegal,3,0,1837.3,20.0,0.55,0.35,0.9,1.6,0.7,2.0,26,26.5,20.18343600273785,0.23,0,10,7,6,2,4,0,0
2022,Serbia,1,0,2003.5,18.0,0.6666666666666666,0.16666666666666666,1.3333333333333333,2.1666666666666665,0.8333333333333334,2.1666666666666665,26,27.4,21.492128678986994,0.46,0,7,10,6,2,1,0,0
2022,South Korea,3,0,1956.5,20.0,0.7,0.15,1.15,2.0,0.85,2.25,26,28.2,21.749486652977414,0.42,0,9,12,2,10,6,0,0
2022,Spain,3,0,2160.3,20.0,0.65,0.2,1.25,2.1,0.85,2.15,26,25.9,18.29158110882957,0.42,0,8,7,8,15,7,0,0
2022,Switzerland,3,0,2015.8,20.0,0.4,0.3,0.2,1.4,1.2,1.5,26,27.5,20.309377138945926,0.69,0,8,10,4,11,4,0,0
2022,Tunisia,1,0,1861.2,20.0,0.6,0.1,0.7,1.4,0.7,1.9,26,28.5,19.83025325119781,0.38,0,8,7,7,5,1,0,0
2022,United States,3,0,1934.3,20.0,0.5,0.3,0.9,1.55,0.65,1.8,26,25.6,19.887748117727583,0.04,0,9,6,8,10,5,0,0
2022,Uruguay,1,0,2040.6,20.0,0.55,0.2,0.6,1.4,0.8,1.85,26,28.3,20.917180013689254,0.96,0,9,8,6,13,7,0,0
2022,Wales,1,0,1866.9,20.0,0.3,0.35,0.0,1.25,1.25,1.25,26,26.9,20.566735112936346,0.0,0,9,9,5,1,4,0,0
